id,discipline,statement,source,page,stage,reviewStatus,flags,reviewLevel,semanticVerdict,location
ca_KEhw3mDQ,科学,能设计对比实验探究物质在水中溶解快慢的影响因素,能设计对比实验探究物质在水中溶解快慢的影响因素，能用简单的文字和图画描述观察到的现象。,38,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:30
ca_K6WAHfqt,科学,能举出至少一个化学变化的例子，并说明它如何产生新物质或伴随能量转化,认识通过化学变化可以实现物质的转化，产生新物质，并伴随能的转化，能举例说明化学变化在自然界和生产生活中的重要应用价值；,38,"{""min"": ""G1"", ""max"": ""G1""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:36
ca_jv53GyN7,科学,能举例说明力可以改变物体的形状,能举例说明力可以改变物体的形状，能使用方位名词说出物体所处的位置和方向，能举例说明磁铁具有磁力。,45,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:44
ca_jtNpMbmt,科学,能使用方位名词说出物体所处的位置和方向,能举例说明力可以改变物体的形状，能使用方位名词说出物体所处的位置和方向，能举例说明磁铁具有磁力。,45,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:45
ca_iqUxxCWV,科学,能举例说明磁铁具有磁力,能举例说明力可以改变物体的形状，能使用方位名词说出物体所处的位置和方向，能举例说明磁铁具有磁力。,45,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:46
ca_SWLr29Py,科学,能说明常见的物体运动方式（如滑动、滚动）及其特点,能说明常见的物体运动方式和特点，知道速度可以描述物体运动的快慢；,45,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:48
ca_MnSPc5zd,科学,能利用磁铁的基本性质解释生活中的现象,能利用磁铁的基本性质解释某些生活现象。,46,"{""min"": ""G2"", ""max"": ""G2""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:54
ca_4PmKq8cs,科学,能在动手连接电路等活动中，耐心操作、反复检查,能在动手连接电路等活动中，耐心操作、反复检查；,46,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:59
ca_iJ3gudF9,科学,能说明有些力是通过接触物体施加的，有些力是不直接接触物体施加的，力可以改变物体的运动状态,5～6年级能说明有些力是通过接触物体施加的，有些力是不直接接触物体施加的，力可以改变物体的运动状态；,46,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:60
ca_GMHHbYEW,科学,能解释人眼看到光源和物体的原因,能解释人眼看到光源和物体的原因；,46,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:61
ca_WpaDfMRb,科学,能分析光的行进路线及反射现象,能运用分析、推理的方法认识地球引力，能分析光的行进路线及反射现象。,46,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:64
ca_pkyXZHvw,科学,能通过观察和实验认识光在传播过程中会发生折射现象,能通过观察和实验理解常见的力对物体运动的作用，能通过观察、查阅资料等方法了解地球引力，能通过实验认识光在传播过程中会发生折射现象，能设计制作简单的光学物品。,46,"{""min"": ""G8"", ""max"": ""G8""}",disputed,"[""A02"", ""A10""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:66
ca_DfGbmT4E,科学,能识别生活中各种能的形式，举例说明运动的物体具有能量,能识别生活中各种能的形式，举例说明运动的物体具有能量。,52,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06"", ""A09""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:82
ca_UiNnyxGh,科学,能设计实验，探究常见物体的热胀冷缩现象,能设计实验，探究常见物体的热胀冷缩现象；,52,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:85
ca_JPQfHP42,科学,能简单解释能的转化现象,能对自然界中存在的各种形式的能进行简单分类，能简单解释能的转化现象；,52,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:87
ca_EGpSQPS4,科学,能用比热容的物理意义直接计算热量问题,能用案例分析归纳改变内能的两种方式，能用比热容的物理意义直接计算热量问题，能根据燃料的热值计算热机的能耗问题。,53,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:91
ca_UTWKdUvU,科学,能根据燃料的热值计算热机的能耗问题,能用案例分析归纳改变内能的两种方式，能用比热容的物理意义直接计算热量问题，能根据燃料的热值计算热机的能耗问题。,53,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:92
ca_98FgvnED,科学,能比较生物与非生物的特征，说出生物与非生物的不同特点,能比较生物与非生物的特征，说出生物与非生物的不同特点；,59,"{""min"": ""G1"", ""max"": ""G1""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:100
ca_5dr5TXRd,科学,能说出常见动物和植物都有的两个共同特征,能描述常见动物、植物的共同特征；,59,"{""min"": ""G1"", ""max"": ""G1""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:101
ca_64h5wKbY,科学,能描述人体用于呼吸和用于摄取养分的器官,能描述人体用于呼吸的器官、用于摄取养分的器官。,59,"{""min"": ""G3"", ""max"": ""G3""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:102
ca_x2UHx9VU,科学,能说出植物和动物的基本生存需要，并指出其某些结构具有帮助维持生存的功能,能说出植物和动物都有基本生存需要，认识到植物、动物的某些结构具有帮助其维持自身生存的相应功能。,66,"{""min"": ""G1"", ""max"": ""G1""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:114
ca_mpi9Lzth,科学,能列举影响健康的因素,5～6年级认识动物能适应环境变化，能列举影响健康的因素。,71,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:132
ca_NDHyCLD9,科学,能举例说出已灭绝生物和当今某些生物的相似之处,5～6年级能举例说出已灭绝生物和当今某些生物的相似之处，认识进化现象。,76,"{""min"": ""G5"", ""max"": ""G5""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:139
ca_8YQywGBX,科学,能举例说出季节变化对动植物和人类生活的影响,1～2年级能描述太阳的位置变化和月亮的形状变化，能举例说出季节变化对动植物和人类生活的影响。,82,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06"", ""A09""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:147
ca_3Vt6cKcs,科学,能在教师指导下，利用太阳的位置辨认方向,能在教师指导下，通过多种感官，观察并描述太阳东升西落、月亮形状变化和季节变化等自然现象，能利用太阳的位置辨认方向。,82,"{""min"": ""G1"", ""max"": ""G1""}",ai-reviewed,"[""A11""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:148
ca_N655s6Ey,科学,能说出常见的天气现象,能说出常见的天气现象，知道天气变化的影响；,87,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:156
ca_TDZK6R3n,科学,能在好奇心驱使下，对天气变化和土壤中的动植物表现出探究兴趣，乐于表达和分享,能在好奇心驱使下，对天气变化和土壤中的动植物表现出探究兴趣，乐于表达和分享。,87,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:157
ca_aegyyUtz,科学,能通过比较与分类，区分可再生和不可再生资源,能通过比较与分类，区分可再生和不可再生资源；,94,"{""min"": ""G1"", ""max"": ""G1""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:172
ca_YZ6U6w7v,科学,能使用锤子、安全剪刀、放大镜等简单工具制作简单的作品,学会使用锤子、安全剪刀、放大镜等简单工具，能应用身边常见材料和简单工具制作简单的作品；,99,"{""min"": ""G1"", ""max"": ""G1""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:177
ca_MFGhKGHi,科学,能用身边常见材料和简单工具制作简单的作品,学会使用锤子、安全剪刀、放大镜等简单工具，能应用身边常见材料和简单工具制作简单的作品；,99,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:178
ca_iT2mW4rX,科学,能归纳总结常见产品或工程的主要外在特征,能归纳总结常见产品或工程的主要外在特征，能拆开简单产品并复原，能举例说出一些技术产品所涉及的科学概念或原理。,100,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:179
ca_Da2zAAsf,科学,能尝试应用所学科学原理设计并制作简单的装置,能尝试应用所学科学原理设计并制作简单的装置，能进行模拟演示并简要解释如何提高效率。,100,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:185
ca_zGhKkWk6,科学,能基于观察提出并描述一个简单的制作问题,能基于观察提出并描述一个简单的制作问题。,111,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:191
ca_Vdp369WA,科学,能使用常见的工具和材料制作简单实物模型，能发现实物模型的不足,能使用常见的工具和材料制作简单实物模型，能发现实物模型的不足。,111,"{""min"": ""G3"", ""max"": ""G3""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:193
ca_T86XkmTV,科学,能对观察到的物体和现象的外在特征进行简单的比较和分类，并简要交流探究过程与结论,1~2年级能从对身边具体现象与事物的观察、比较中提出感兴趣的问题，作出简单猜想，借助多种感官和简单的工具，观察并描述生活中常见的物体和材料、动物和植物等具体事物与现象的外在特征及构成要素，能对这些特征和现象进行简单的比较、分类，并简要交流探究过程与结论；,119,"{""min"": ""G1"", ""max"": ""G2""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:200
ca_mCSatHY7,科学,能利用工具测量并描述常见物体的特征和材料的性能,能利用工具测量、描述常见物体的特征和材料的性能，描述物体的运动，识别日常生活中各种形式的能；,120,"{""min"": ""G3"", ""max"": ""G3""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:202
ca_s6GHEVvf,科学,能观察并描述熟悉现象与事物的构成要素,能在熟悉的情境中，观察并描述熟悉的具体现象与事物的构成要素，分析并表达要素之间的关系，找到它们之间重要的、共同的特征，使用模型或者自己设计制作模型解释简单的科学现象；,120,"{""min"": ""G1"", ""max"": ""G1""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:207
ca_5TGEJmDm,科学,能有依据地质疑别人的观点，尝试利用所学科学原理,能有依据地质疑别人的观点，尝试利用所学科学原理，运用多种材料、多种思路、多种方法完成探究和实践；,121,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:211
ca_hymPp5rU,科学,能结合生物的生存条件以及动物与植物相互关系等知识，简单描述生物与生物、生物与环境之间相互依存的关系,能结合生物的生存条件以及动物与植物相互关系等知识，简单描述生物与生物、生物与环境之间相互依存的关系；,121,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06"", ""A09""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:216
ca_AfmqQ4Xz,科学,能比较事物的本质特征，抽象概括常见事物的共同属性，并按照本质特征和共同属性进行分类,能比较事物的本质特征，抽象概括常见事物的共同属性，并按照本质特征和共同属性进行分类；,122,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:222
ca_cevXLLuQ,科学,能解释物质的一些基本性质，从分子水平解释物质的结构及状态变化,能解释物质的一些基本性质，从分子水平解释物质的结构及状态变化，运用简单模型解释常见物质的运动及物体间、物体系统中的相互作用，论证能的转化与能量守恒；,123,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:226
ca_xrtQTMnS,科学,能结合实例解释资源短缺、环境污染和生态破坏等问题及其原因,能结合实例解释资源短缺、环境污染和生态破坏等问题及其原因，理解人类解决环境污染和生态破坏等问题的对策；,123,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:229
ca_87i7JGyp,科学,能根据问题需要选择材料建构模型，并解释模型中各要素的作用,能根据所要解决的真实问题的需要建构模型，分析、解释模型所涉及的各个要素及结构，解释并模拟相关的科学现象和过程，展示对相关概念、原理、系统的理解，表达事物整体与局部的关系；,123,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:231
ca_sBKyArTT,科学,能应用创造性思维的基本方法，从多角度提出具有新颖性和合理性的观点,能根据创意设计的基本要求，应用创造性思维的基本方法，突破思维定势，基于所形成的科学概念和科学方法，从多角度提出具有新颖性和合理性的观点；,124,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:233
ca_7kcSRxxZ,科学,能辩证看待科学技术成果的使用对人类和社会造成的影响,关注并正确评价与科学技术有关的热点问题，能辩证看待科学技术成果的使用对人类和社会造成的影响；,124,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:234
ca_q9hxLg3N,科学,能如实记录观察到的信息,能如实记录观察到的信息。,146,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:239
ca_7TbWX5vQ,科学,能针对简单问题，基于事实与证据，利用分析或比较方法建构一个解释性模型,2. 科学思维：（1）针对真实情境中的简单问题，能基于事实与证据，利用分析、比较等思维方法建构模型。,185,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:241
ca_k4tmKQlR,科学,能说出科学课程设置了13个学科核心概念,科学课程设置13个学科核心概念，是所有学生在义务教育阶段应该掌握的科学课程的核心内容。,23,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:246
ca_6jWjyXkf,科学,能说出空气与水是重要的物质,1.2 空气与水是重要的物质,24,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:247
ca_8nPIsBtR,科学,能说出金属及合金是重要的材料,1.3 金属及合金是重要的材料,24,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:248
ca_0ejYUAL6,科学,能说出力是改变物体运动状态的原因,3.1 力是改变物体运动状态的原因,24,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:249
ca_6JfUcXJK,科学,能说出细胞是生物体结构与生命活动的基本单位,5.3 细胞是生物体结构与生命活动的基本单位,25,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:250
ca_Np0vMe02,科学,能说出人的生命是从受精卵开始的,8.3 人的生命是从受精卵开始的,25,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:251
ca_7khj08RT,科学,能说出地球是一颗行星,9.1 地球是一颗行星,25,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:252
ca_cYjGfI7O,科学,能说出月球是地球的卫星,9.4 月球是地球的卫星,25,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:253
ca_znunDVjR,科学,能说出空气是无色、无味的气体,认识空气是无色、无味的气体。,26,"{""min"": ""G1"", ""max"": ""G2""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:254
ca_pBLr2Olr,科学,能举例说出生活中常见的金属,⑤举例说出生活中常见的金属，知道金属是常见的材料。,27,"{""min"": ""G1"", ""max"": ""G2""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:255
ca_9Wpvvej2,科学,能说出风是一种空气流动的现象,⑥知道风是一种空气流动的现象，列举生活中常见的形成风的一些方法。,27,"{""min"": ""G3"", ""max"": ""G4""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:256
ca_EbLtPDbe,科学,能说出空气是一种混合物以及它的主要成分,知道空气是一种混合物以及它的主要成分。,31,"{""min"": ""G5"", ""max"": ""G6""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:257
ca_8RMbLtw4,科学,能说出已知的绝大多数物质是由元素组成的,认识已知的绝大多数物质是由元素组成的，,31,"{""min"": ""G7"", ""max"": ""G9""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:258
ca_pqoMNF40,科学,能说出已知的绝大多数物质是由分子、原子、离子等微观粒子构成的,知道已知的绝大多数物质是由分子、原子、离子等微观粒子构成的，,31,"{""min"": ""G7"", ""max"": ""G9""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:259
ca_iUmSmYcB,科学,能说出物理变化是物质的状态发生了改变，没有新物质生成,物理变化是物质的状态发生了改变，没有新物质生成,35,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:261
ca_xmROhvzD,科学,能说出化学变化是物质的性质发生了改变，有新物质生成,化学变化是物质的性质发生了改变，有新物质生成,35,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:262
ca_EC5ejMTF,科学,能说出化学变化的实质是原子的重新组合,化学变化通过化学反应得以实现，其实质是原子的重新组合,35,"{""min"": ""G7"", ""max"": ""G9""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:263
ca_Vbg4cv92,科学,能说出水结冰、冰熔化、水蒸发和水蒸气凝结是加热或冷却时常见物质发生的状态变化,②描述加热或冷却时常见物质发生的状态变化，如水结冰、冰熔化、水蒸发和水蒸气凝结。,36,"{""min"": ""G3"", ""max"": ""G4""}",ai-adjudicated,"[""A08""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:264
ca_cvPPJHbz,科学,能说出是否搅拌和温度高低是影响物质在水中溶解快慢的常见因素,④知道是否搅拌和温度高低是影响物质在水中溶解快慢的常见因素。,36,"{""min"": ""G3"", ""max"": ""G4""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:265
ca_XfiTIhAM,科学,能说出化学变化的本质是原子的重新组合,理解化学变化的本质是原子的重新组合,37,"{""min"": ""G7"", ""max"": ""G9""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:266
ca_q0RxiAu7,科学,能说出推力和拉力是常见的力,②知道推力和拉力是常见的力，力可以使物体的形状发生改变。,42,"{""min"": ""G1"", ""max"": ""G2""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:267
ca_7LrflvaG,科学,能说出电源、导线、用电器和开关是构成电路的必要元件,⑦知道电源、导线、用电器和开关是构成电路的必要元件；说明形成电路的条件，切断闭合回路是控制电流的一种方法。,42,"{""min"": ""G3"", ""max"": ""G4""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:268
ca_fPvUUdIp,科学,能说出有些材料是导体，容易导电；有些材料是绝缘体，不容易导电,⑧知道有些材料是导体，容易导电；有些材料是绝缘体，不容易导电。,42,"{""min"": ""G3"", ""max"": ""G4""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:269
ca_gscUD1zB,科学,能通过制作简易装置改变振动的幅度与频率,知道声音有高低和强弱之声，声音高低和强弱的变化是由于振动的变化引起的；制作能产生不同高低、强弱声音的简易装置。,43,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:270
ca_y1m87TsQ,科学,能列举生活中常见的力（如重力、摩擦力、弹力）,列举生活中常见的力（如重力、摩擦力、弹力），,43,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:271
ca_qhG86o7R,科学,能举例说明二力平衡的条件，以及力是物体运动状态变化的原因,⑥举例说明二力平衡的条件，以及力是物体运动状态变化的原因。,44,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:272
ca_DsgznU5s,科学,能说明有些力是通过接触物体施加的，有些力是不直接接触物体施加的,能说明有些力是通过接触物体施加的，有些力是不直接接触物体施加的,46,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:273
ca_FYmO6fd6,科学,能用相同路程比时间或相同时间比路程的方法，比较两个物体的运动快慢,让学生用相同路程比时间或相同时间比路程的方法，比较两个物体的运动快慢。,48,"{""min"": ""G1"", ""max"": ""G6""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:274
ca_SZzX4KAu,科学,能说出相互作用是物体发生形变或发生运动状态变化的原因,相互作用是物体发生形变或发生运动状态变化的原因,48,"{""min"": ""G7"", ""max"": ""G9""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:275
ca_g7CDvcXQ,科学,能比较两个物体运动快慢，相同时间比路程或相同路程比时间,开展比较两个物体运动快慢的活动，相同时间比路程或相同路程比时间,49,"{""min"": ""G1"", ""max"": ""G6""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:276
ca_NLrxDJ1m,科学,能测量并描述物体的温度,②描述测量物体温度的方法，知道摄氏度是表示物体冷热程度的常用温度标准单位。,50,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,"[""A08""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:277
ca_L5dOKbhB,科学,"能说出""永动机""是不可能实现的",初步了解“永动机”是不可能实现的。,51,"{""min"": ""G7"", ""max"": ""G9""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:278
ca_om7Ilykz,科学,能说出太阳是地球上各种能量的最主要来源,认识太阳是地球上各种能量的最主要来源,52,"{""min"": ""G7"", ""max"": ""G9""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:279
ca_YfgBpQ0g,科学,能说出热机是将内能转化为机械能的工具,热机是人类将内能转化成机械能的重要工具,54,"{""min"": ""G1"", ""max"": ""G6""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:280
ca_SzWpbXLx,科学,能举例说明动物和植物都是生物,①举例说明动物和植物都是生物。,56,"{""min"": ""G1"", ""max"": ""G2""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:281
ca_48jKLSrh,科学,能列举当地的植物资源，尤其是与人类生活密切相关的植物,④说出植物的某些共同特征；列举当地的植物资源，尤其是与人类生活密切相关的植物。,56,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:282
ca_OXUxu5g4,科学,能举例说出感冒、痢疾等疾病是由微生物引起的,举例说出感冒、痢疾等疾病是由微生物引起的。,57,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:283
ca_rgOqS7Df,科学,能说出细胞是生物体的基本结构单位,知道细胞是生物体的基本结构单位。,57,"{""min"": ""G5"", ""max"": ""G6""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:284
ca_hyVu7bq0,科学,能说出脑是认知、情感、意志和行为的生物学基础,说出脑是认知、情感、意志和行为的生物学基础,57,"{""min"": ""G5"", ""max"": ""G6""}",ai-adjudicated,"[""A13""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:285
ca_vGVGOabh,科学,能说出种群是由一定区域内同种生物的所有个体组成的,⑳知道种群是由一定区域内同种生物的所有个体组成的。,59,"{""min"": ""G7"", ""max"": ""G9""}",ai-adjudicated,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:286
ca_x8emHlDT,科学,能识别周围的生物和非生物,1～2年级，可让学生识别周围的生物和非生物,61,"{""min"": ""G1"", ""max"": ""G2""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:287
ca_fcC35IDz,科学,能观察并分析常见的生物，对其进行排序和分类,3～4年级，可让学生根据观察和分析，对常见的生物进行排序和分类,61,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:288
ca_Hudo9H2v,科学,能说出7~9年级学生应能制作生命系统构成层次的概念图,再进一步整合种群、群落、生态系统、生物圈等相关概念，制作生命系统构成层次的概念图,61,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A05"", ""A11""]",deterministic-screen-only,not-adjudicated,anchors/science.jsonl:294
ca_l78Frdub,科学,1~2年级学生能运用能识别生物的信息化手段，观察、识别校园或社区中的生物,1～2年级：运用能识别生物的信息化手段，观察、识别校园或社区中的生物,61,"{""min"": ""G1"", ""max"": ""G2""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:295
ca_xcTl8fJ8,科学,能说出动物图片分类的依据是获取的食物,利用动物图片进行分类（如根据动物获取的食物将动物进行分类）,62,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:297
ca_tvr5zQit,科学,能说出调查的对象是当地主要的经济作物、观赏植物和珍稀植物,调查当地主要的经济作物、观赏植物和珍稀植物,62,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:301
ca_EqZ2ODBn,科学,能说出调查的对象是当地近年来新出现的食用植物品种,调查当地近年来新出现的食用植物品种,62,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:302
ca_oAeZBU4s,科学,能说出调查的对象是各地行道树树种的变化及其背后的原因,调查各地行道树树种的变化及其背后的原因,62,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/science.jsonl:303
